Date,Rank,Song,Artist,LastWeek,PeakRank,WeeksOnBoard
11/10/2012,1,One More Night,Maroon 5,1.0,1,19
11/10/2007,1,Kiss Kiss,Chris Brown Featuring T-Pain,2.0,1,7
11/10/2001,1,Family Affair,Mary J. Blige,1.0,1,16
11/10/1990,1,Love Takes Time,Mariah Carey,3.0,1,9
11/10/1984,1,Caribbean Queen (No More Love On The Run),Billy Ocean,1.0,1,14
11/10/1979,1,Heartache Tonight,Eagles,2.0,1,6
11/10/1973,1,Keep On Truckin' (Part 1),Eddie Kendricks,3.0,1,12
11/10/1962,1,He's A Rebel,The Crystals,1.0,1,10
11/10/1958,1,It's Only Make Believe,Conway Twitty,2.0,1,9
11/1/2014,1,All About That Bass,Meghan Trainor,1.0,1,15
11/1/2008,1,Whatever You Like,T.I.,2.0,1,11
11/1/2003,1,Baby Boy,Beyonce Featuring Sean Paul,1.0,1,12
11/1/1997,1,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,1.0,1,4
11/1/1986,1,True Colors,Cyndi Lauper,1.0,1,10
11/1/1980,1,Woman In Love,Barbra Streisand,1.0,1,9
11/1/1975,1,Island Girl,Elton John,8.0,1,4
11/1/1969,1,Suspicious Minds,Elvis Presley,5.0,1,8
10/9/2021,1,My Universe,Coldplay x BTS,,1,1
10/9/2010,1,Just The Way You Are,Bruno Mars,1.0,1,10
10/9/2004,1,Goodies,Ciara Featuring Petey Pablo,1.0,1,16
10/9/1999,1,Heartbreaker,Mariah Carey Featuring Jay-Z,16.0,1,6
10/9/1993,1,Dreamlover,Mariah Carey,1.0,1,10
10/9/1982,1,Jack & Diane,John Cougar,1.0,1,12
10/9/1976,1,A Fifth Of Beethoven,Walter Murphy & The Big Apple Band,3.0,1,20
10/9/1971,1,Maggie May/Reason To Believe,Rod Stewart,1.0,1,13
10/9/1965,1,Yesterday,The Beatles,3.0,1,3
10/9/1961,1,Hit The Road Jack,Ray Charles and his Orchestra,4.0,1,5
10/8/2016,1,Closer,The Chainsmokers Featuring Halsey,1.0,1,8
10/8/2011,1,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,1.0,1,14
10/8/2005,1,Gold Digger,Kanye West Featuring Jamie Foxx,1.0,1,11
10/8/1994,1,I'll Make Love To You,Boyz II Men,1.0,1,9
10/8/1988,1,Love Bites,Def Leppard,2.0,1,9
10/8/1983,1,Total Eclipse Of The Heart,Bonnie Tyler,1.0,1,13
10/8/1977,1,Star Wars Theme/Cantina Band,Meco,1.0,1,10
10/8/1966,1,Cherish,The Association,1.0,1,7
10/7/2017,1,Bodak Yellow (Money Moves),Cardi B,2.0,1,12
10/7/2006,1,SexyBack,Justin Timberlake,1.0,1,12
10/7/2000,1,Music,Madonna,1.0,1,9
10/7/1995,1,Fantasy,Mariah Carey,1.0,1,2
10/7/1989,1,Miss You Much,Janet Jackson,5.0,1,6
10/7/1978,1,Kiss You All Over,Exile,1.0,1,14
10/7/1972,1,Baby Don't Get Hooked On Me,Mac Davis,1.0,1,15
10/7/1967,1,The Letter,The Box Tops,1.0,1,9
10/6/2018,1,Girls Like You,Maroon 5 Featuring Cardi B,1.0,1,18
10/6/2012,1,One More Night,Maroon 5,1.0,1,14
10/6/2007,1,Crank That (Soulja Boy),Soulja Boy Tell'em,2.0,1,11
10/6/2001,1,Fallin',Alicia Keys,1.0,1,17
10/6/1990,1,Close To You,Maxi Priest,2.0,1,15
10/6/1984,1,Let's Go Crazy,Prince And The Revolution,1.0,1,10
10/6/1979,1,Sad Eyes,Robert John,2.0,1,21
10/6/1973,1,Half-Breed,Cher,3.0,1,10
10/6/1962,1,Sherry,The 4 Seasons,1.0,1,7
10/6/1958,1,It's All In The Game,Tommy Edwards,1.0,1,8
10/5/2019,1,Truth Hurts,Lizzo,1.0,1,21
10/5/2013,1,Wrecking Ball,Miley Cyrus,1.0,1,5
10/5/2002,1,A Moment Like This,Kelly Clarkson,52.0,1,3
10/5/1996,1,Macarena (Bayside Boys Mix),Los Del Rio,1.0,1,42
10/5/1991,1,Good Vibrations,Marky Mark & The Funky Bunch Featuring Loleatta Holloway,2.0,1,12
10/5/1985,1,Money For Nothing,Dire Straits,1.0,1,13
10/5/1974,1,I Honestly Love You,Olivia Newton-John,2.0,1,8
10/5/1968,1,Hey Jude,The Beatles,1.0,1,4
10/5/1963,1,Blue Velvet,Bobby Vinton,1.0,1,9
10/5/1959,1,Mack The Knife,Bobby Darin,2.0,1,7
10/4/2014,1,All About That Bass,Meghan Trainor,1.0,1,11
10/4/2008,1,Whatever You Like,T.I.,2.0,1,7
10/4/2003,1,Baby Boy,Beyonce Featuring Sean Paul,2.0,1,8
10/4/1997,1,4 Seasons Of Loneliness,Boyz II Men,2.0,1,2
10/4/1986,1,Stuck With You,Huey Lewis & The News,1.0,1,10
10/4/1980,1,Another One Bites The Dust,Queen,3.0,1,8
10/4/1975,1,Fame,David Bowie,2.0,1,15
10/4/1969,1,"Sugar, Sugar",The Archies,1.0,1,11
10/31/2020,1,Mood,24kGoldn Featuring iann dior,1.0,1,11
10/31/2015,1,The Hills,The Weeknd,1.0,1,21
10/31/2009,1,Down,Jay Sean Featuring Lil Wayne,2.0,1,16
10/31/1998,1,The First Night,Monica,1.0,1,12
10/31/1992,1,"End Of The Road (From ""Boomerang"")",Boyz II Men,1.0,1,16
10/31/1987,1,Bad,Michael Jackson,1.0,1,7
10/31/1981,1,Arthur's Theme (Best That You Can Do),Christopher Cross,1.0,1,12
10/31/1970,1,I'll Be There,Jackson 5,1.0,1,7
10/31/1964,1,Baby Love,The Supremes,6.0,1,5
10/31/1960,1,Save The Last Dance For Me,The Drifters,2.0,1,9
10/30/2021,1,Easy On Me,Adele,68.0,1,2
10/30/2010,1,Like A G6,Far*East Movement Featuring Cataracs & Dev,2.0,1,10
10/30/2004,1,My Boo,Usher And Alicia Keys,2.0,1,8
10/30/1999,1,Smooth,Santana Featuring Rob Thomas,1.0,1,14
10/30/1993,1,Dreamlover,Mariah Carey,1.0,1,13
10/30/1982,1,Who Can It Be Now?,Men At Work,2.0,1,17
10/30/1976,1,If You Leave Me Now,Chicago,1.0,1,12
10/30/1971,1,Maggie May/Reason To Believe,Rod Stewart,1.0,1,16
10/30/1965,1,Yesterday,The Beatles,1.0,1,6
10/30/1961,1,Runaround Sue,Dion,1.0,1,6
10/3/2020,1,Dynamite,BTS,2.0,1,5
10/3/2015,1,The Hills,The Weeknd,2.0,1,17
10/3/2009,1,I Gotta Feeling,The Black Eyed Peas,1.0,1,15
10/3/1998,1,The First Night,Monica,2.0,1,8
10/3/1992,1,"End Of The Road (From ""Boomerang"")",Boyz II Men,1.0,1,12
10/3/1987,1,Didn't We Almost Have It All,Whitney Houston,1.0,1,10
10/3/1981,1,Endless Love,Diana Ross & Lionel Richie,1.0,1,13
10/3/1970,1,Ain't No Mountain High Enough,Diana Ross,1.0,1,9
10/3/1964,1,"Oh, Pretty Woman",Roy Orbison And The Candy Men,1.0,1,6
10/3/1960,1,My Heart Has A Mind Of Its Own,Connie Francis,1.0,1,8
10/29/2016,1,Closer,The Chainsmokers Featuring Halsey,1.0,1,11
10/29/2011,1,Someone Like You,Adele,1.0,1,15
10/29/2005,1,Gold Digger,Kanye West Featuring Jamie Foxx,1.0,1,14
10/29/1994,1,I'll Make Love To You,Boyz II Men,1.0,1,12
10/29/1988,1,Groovy Kind Of Love,Phil Collins,1.0,1,9
10/29/1983,1,Islands In The Stream,Kenny Rogers Duet With Dolly Parton,3.0,1,10
10/29/1977,1,You Light Up My Life,Debby Boone,1.0,1,9
10/29/1966,1,96 Tears,? (Question Mark) & The Mysterians,2.0,1,9
10/28/2017,1,Rockstar,Post Malone Featuring 21 Savage,2.0,1,4
10/28/2006,1,Money Maker,Ludacris Featuring Pharrell,2.0,1,10
10/28/2000,1,Come On Over Baby (All I Want Is You),Christina Aguilera,1.0,1,13
10/28/1995,1,Fantasy,Mariah Carey,1.0,1,5
10/28/1989,1,Miss You Much,Janet Jackson,1.0,1,9
10/28/1978,1,Hot Child In The City,Nick Gilder,2.0,1,21
10/28/1972,1,My Ding-A-Ling,Chuck Berry,1.0,1,13
10/28/1967,1,To Sir With Love,Lulu,1.0,1,8
10/27/2018,1,Girls Like You,Maroon 5 Featuring Cardi B,1.0,1,21
10/27/2012,1,One More Night,Maroon 5,1.0,1,17
10/27/2007,1,Crank That (Soulja Boy),Soulja Boy Tell'em,1.0,1,14
10/27/2001,1,I'm Real,Jennifer Lopez Featuring Ja Rule,1.0,1,17
10/27/1990,1,Black Cat,Janet Jackson,2.0,1,7
10/27/1984,1,I Just Called To Say I Love You,Stevie Wonder,1.0,1,11
10/27/1979,1,Rise,Herb Alpert,1.0,1,14
10/27/1973,1,Midnight Train To Georgia,Gladys Knight And The Pips,5.0,1,9
10/27/1962,1,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",1.0,1,8
10/27/1958,1,It's All In The Game,Tommy Edwards,1.0,1,11
10/26/2019,1,Truth Hurts,Lizzo,2.0,1,24
10/26/2013,1,Royals,Lorde,1.0,1,15
10/26/2002,1,Dilemma,Nelly Featuring Kelly Rowland,1.0,1,16
10/26/1996,1,Macarena (Bayside Boys Mix),Los Del Rio,1.0,1,45
10/26/1991,1,Emotions,Mariah Carey,1.0,1,9
10/26/1985,1,Saving All My Love For You,Whitney Houston,2.0,1,11
10/26/1974,1,Then Came You,Dionne Warwicke & Spinners,2.0,1,14
10/26/1968,1,Hey Jude,The Beatles,1.0,1,7
10/26/1963,1,Sugar Shack,Jimmy Gilmer And The Fireballs,1.0,1,6
10/26/1959,1,Mack The Knife,Bobby Darin,1.0,1,10
10/25/2014,1,All About That Bass,Meghan Trainor,1.0,1,14
10/25/2008,1,Womanizer,Britney Spears,96.0,1,2
10/25/2003,1,Baby Boy,Beyonce Featuring Sean Paul,1.0,1,11
10/25/1997,1,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,1.0,1,3
10/25/1986,1,True Colors,Cyndi Lauper,3.0,1,9
10/25/1980,1,Woman In Love,Barbra Streisand,2.0,1,8
10/25/1975,1,Bad Blood,Neil Sedaka,1.0,1,7
10/25/1969,1,I Can't Get Next To You,The Temptations,1.0,1,11
10/24/2020,1,Mood,24kGoldn Featuring iann dior,4.0,1,10
10/24/2015,1,The Hills,The Weeknd,1.0,1,20
10/24/2009,1,3,Britney Spears,,1,1
10/24/1998,1,The First Night,Monica,2.0,1,11
10/24/1992,1,"End Of The Road (From ""Boomerang"")",Boyz II Men,1.0,1,15
10/24/1987,1,Bad,Michael Jackson,4.0,1,6
10/24/1981,1,Arthur's Theme (Best That You Can Do),Christopher Cross,1.0,1,11
10/24/1970,1,I'll Be There,Jackson 5,1.0,1,6
10/24/1964,1,Do Wah Diddy Diddy,Manfred Mann,1.0,1,8
10/24/1960,1,I Want To Be Wanted,Brenda Lee,4.0,1,7
10/23/2021,1,Industry Baby,Lil Nas X & Jack Harlow,2.0,1,12
10/23/2010,1,Just The Way You Are,Bruno Mars,1.0,1,12
10/23/2004,1,Goodies,Ciara Featuring Petey Pablo,1.0,1,18
10/23/1999,1,Smooth,Santana Featuring Rob Thomas,3.0,1,13
10/23/1993,1,Dreamlover,Mariah Carey,1.0,1,12
10/23/1982,1,Jack & Diane,John Cougar,1.0,1,14
10/23/1976,1,If You Leave Me Now,Chicago,4.0,1,11
10/23/1971,1,Maggie May/Reason To Believe,Rod Stewart,1.0,1,15
10/23/1965,1,Yesterday,The Beatles,1.0,1,5
10/23/1961,1,Runaround Sue,Dion,2.0,1,5
10/22/2016,1,Closer,The Chainsmokers Featuring Halsey,1.0,1,10
10/22/2011,1,Someone Like You,Adele,1.0,1,14
10/22/2005,1,Gold Digger,Kanye West Featuring Jamie Foxx,1.0,1,13
10/22/1994,1,I'll Make Love To You,Boyz II Men,1.0,1,11
10/22/1988,1,Groovy Kind Of Love,Phil Collins,3.0,1,8
10/22/1983,1,Total Eclipse Of The Heart,Bonnie Tyler,1.0,1,15
10/22/1977,1,You Light Up My Life,Debby Boone,1.0,1,8
10/22/1966,1,Reach Out I'll Be There,Four Tops,1.0,1,8
10/21/2017,1,Bodak Yellow (Money Moves),Cardi B,1.0,1,14
10/21/2006,1,SexyBack,Justin Timberlake,1.0,1,14
10/21/2000,1,Come On Over Baby (All I Want Is You),Christina Aguilera,1.0,1,12
10/21/1995,1,Fantasy,Mariah Carey,1.0,1,4
10/21/1989,1,Miss You Much,Janet Jackson,1.0,1,8
10/21/1978,1,Kiss You All Over,Exile,1.0,1,16
10/21/1972,1,My Ding-A-Ling,Chuck Berry,7.0,1,12
10/21/1967,1,To Sir With Love,Lulu,3.0,1,7
10/20/2018,1,Girls Like You,Maroon 5 Featuring Cardi B,1.0,1,20
10/20/2012,1,One More Night,Maroon 5,1.0,1,16
10/20/2007,1,Crank That (Soulja Boy),Soulja Boy Tell'em,1.0,1,13
10/20/2001,1,I'm Real,Jennifer Lopez Featuring Ja Rule,2.0,1,16
10/20/1990,1,I Don't Have The Heart,James Ingram,3.0,1,12
10/20/1984,1,I Just Called To Say I Love You,Stevie Wonder,1.0,1,10
10/20/1979,1,Rise,Herb Alpert,2.0,1,13
10/20/1973,1,Angie,The Rolling Stones,5.0,1,7
10/20/1962,1,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",2.0,1,7
10/20/1958,1,It's All In The Game,Tommy Edwards,1.0,1,10
10/2/2021,1,Stay,The Kid LAROI & Justin Bieber,1.0,1,11
10/2/2010,1,Just The Way You Are,Bruno Mars,3.0,1,9
10/2/2004,1,Goodies,Ciara Featuring Petey Pablo,1.0,1,15
10/2/1999,1,Unpretty,TLC,1.0,1,15
10/2/1993,1,Dreamlover,Mariah Carey,1.0,1,9
10/2/1982,1,Jack & Diane,John Cougar,2.0,1,11
10/2/1976,1,Play That Funky Music,Wild Cherry,1.0,1,16
10/2/1971,1,Maggie May/Reason To Believe,Rod Stewart,2.0,1,12
10/2/1965,1,Hang On Sloopy,The McCoys,2.0,1,8
10/2/1961,1,Take Good Care Of My Baby,Bobby Vee,1.0,1,9
10/19/2019,1,HIGHEST IN THE ROOM,Travis Scott,,1,1
10/19/2013,1,Royals,Lorde,1.0,1,14
10/19/2002,1,Dilemma,Nelly Featuring Kelly Rowland,2.0,1,15
10/19/1996,1,Macarena (Bayside Boys Mix),Los Del Rio,1.0,1,44
10/19/1991,1,Emotions,Mariah Carey,1.0,1,8
10/19/1985,1,Take On Me,a-ha,3.0,1,15
10/19/1974,1,Nothing From Nothing,Billy Preston,2.0,1,15
10/19/1968,1,Hey Jude,The Beatles,1.0,1,6
10/19/1963,1,Sugar Shack,Jimmy Gilmer And The Fireballs,1.0,1,5
10/19/1959,1,Mack The Knife,Bobby Darin,1.0,1,9
10/18/2014,1,All About That Bass,Meghan Trainor,1.0,1,13
10/18/2008,1,Live Your Life,T.I. Featuring Rihanna,80.0,1,2
10/18/2003,1,Baby Boy,Beyonce Featuring Sean Paul,1.0,1,10
10/18/1997,1,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,1.0,1,2
10/18/1986,1,When I Think Of You,Janet Jackson,1.0,1,11
10/18/1980,1,Another One Bites The Dust,Queen,1.0,1,10
10/18/1975,1,Bad Blood,Neil Sedaka,1.0,1,6
10/18/1969,1,I Can't Get Next To You,The Temptations,4.0,1,10
10/17/2020,1,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,8.0,1,17
10/17/2015,1,The Hills,The Weeknd,1.0,1,19
10/17/2009,1,Down,Jay Sean Featuring Lil Wayne,2.0,1,14
10/17/1998,1,One Week,Barenaked Ladies,2.0,1,3
10/17/1992,1,"End Of The Road (From ""Boomerang"")",Boyz II Men,1.0,1,14
10/17/1987,1,Lost In Emotion,Lisa Lisa And Cult Jam,2.0,1,12
10/17/1981,1,Arthur's Theme (Best That You Can Do),Christopher Cross,2.0,1,10
10/17/1970,1,I'll Be There,Jackson 5,2.0,1,5
10/17/1964,1,Do Wah Diddy Diddy,Manfred Mann,2.0,1,7
10/17/1960,1,Save The Last Dance For Me,The Drifters,4.0,1,7
10/16/2021,1,Stay,The Kid LAROI & Justin Bieber,2.0,1,13
10/16/2010,1,Just The Way You Are,Bruno Mars,1.0,1,11
10/16/2004,1,Goodies,Ciara Featuring Petey Pablo,1.0,1,17
10/16/1999,1,Heartbreaker,Mariah Carey Featuring Jay-Z,1.0,1,7
10/16/1993,1,Dreamlover,Mariah Carey,1.0,1,11
10/16/1982,1,Jack & Diane,John Cougar,1.0,1,13
10/16/1976,1,Disco Duck (Part I),Rick Dees & His Cast Of Idiots,4.0,1,10
10/16/1971,1,Maggie May/Reason To Believe,Rod Stewart,1.0,1,14
10/16/1965,1,Yesterday,The Beatles,1.0,1,4
10/16/1961,1,Hit The Road Jack,Ray Charles and his Orchestra,1.0,1,6
10/15/2016,1,Closer,The Chainsmokers Featuring Halsey,1.0,1,9
10/15/2011,1,Someone Like You,Adele,2.0,1,13
10/15/2005,1,Gold Digger,Kanye West Featuring Jamie Foxx,1.0,1,12
10/15/1994,1,I'll Make Love To You,Boyz II Men,1.0,1,10
10/15/1988,1,Red Red Wine,UB40,2.0,1,25
10/15/1983,1,Total Eclipse Of The Heart,Bonnie Tyler,1.0,1,14
10/15/1977,1,You Light Up My Life,Debby Boone,3.0,1,7
10/15/1966,1,Reach Out I'll Be There,Four Tops,2.0,1,7
10/14/2017,1,Bodak Yellow (Money Moves),Cardi B,1.0,1,13
10/14/2006,1,SexyBack,Justin Timberlake,1.0,1,13
10/14/2000,1,Come On Over Baby (All I Want Is You),Christina Aguilera,11.0,1,11
10/14/1995,1,Fantasy,Mariah Carey,1.0,1,3
10/14/1989,1,Miss You Much,Janet Jackson,1.0,1,7
10/14/1978,1,Kiss You All Over,Exile,1.0,1,15
10/14/1972,1,Ben,Michael Jackson,2.0,1,11
10/14/1967,1,The Letter,The Box Tops,1.0,1,10
10/13/2018,1,Girls Like You,Maroon 5 Featuring Cardi B,1.0,1,19
10/13/2012,1,One More Night,Maroon 5,1.0,1,15
10/13/2007,1,Crank That (Soulja Boy),Soulja Boy Tell'em,1.0,1,12
10/13/2001,1,Fallin',Alicia Keys,1.0,1,18
10/13/1990,1,Praying For Time,George Michael,2.0,1,7
10/13/1984,1,I Just Called To Say I Love You,Stevie Wonder,2.0,1,9
10/13/1979,1,Don't Stop 'til You Get Enough,Michael Jackson,2.0,1,12
10/13/1973,1,Half-Breed,Cher,1.0,1,11
10/13/1962,1,Sherry,The 4 Seasons,1.0,1,8
10/13/1958,1,It's All In The Game,Tommy Edwards,1.0,1,9
10/12/2019,1,Truth Hurts,Lizzo,1.0,1,22
10/12/2013,1,Royals,Lorde,3.0,1,13
10/12/2002,1,A Moment Like This,Kelly Clarkson,1.0,1,4
10/12/1996,1,Macarena (Bayside Boys Mix),Los Del Rio,1.0,1,43
10/12/1991,1,Emotions,Mariah Carey,3.0,1,7
10/12/1985,1,Oh Sheila,Ready For The World,3.0,1,11
10/12/1974,1,I Honestly Love You,Olivia Newton-John,1.0,1,9
10/12/1968,1,Hey Jude,The Beatles,1.0,1,5
10/12/1963,1,Sugar Shack,Jimmy Gilmer And The Fireballs,4.0,1,4
10/12/1959,1,Mack The Knife,Bobby Darin,1.0,1,8
10/11/2014,1,All About That Bass,Meghan Trainor,1.0,1,12
10/11/2008,1,Whatever You Like,T.I.,1.0,1,8
10/11/2003,1,Baby Boy,Beyonce Featuring Sean Paul,1.0,1,9
10/11/1997,1,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,,1,1
10/11/1986,1,When I Think Of You,Janet Jackson,3.0,1,10
10/11/1980,1,Another One Bites The Dust,Queen,1.0,1,9
10/11/1975,1,Bad Blood,Neil Sedaka,6.0,1,5
10/11/1969,1,"Sugar, Sugar",The Archies,1.0,1,12
10/10/2020,1,Franchise,Travis Scott Featuring Young Thug & M.I.A.,,1,1
10/10/2015,1,The Hills,The Weeknd,1.0,1,18
10/10/2009,1,I Gotta Feeling,The Black Eyed Peas,1.0,1,16
10/10/1998,1,The First Night,Monica,1.0,1,9
10/10/1992,1,"End Of The Road (From ""Boomerang"")",Boyz II Men,1.0,1,13
10/10/1987,1,Here I Go Again,Whitesnake,2.0,1,15
10/10/1981,1,Endless Love,Diana Ross & Lionel Richie,1.0,1,14
10/10/1970,1,Cracklin' Rosie,Neil Diamond,4.0,1,8
10/10/1964,1,"Oh, Pretty Woman",Roy Orbison And The Candy Men,1.0,1,7
10/10/1960,1,Mr. Custer,Larry Verne,3.0,1,7
10/1/2016,1,Closer,The Chainsmokers Featuring Halsey,1.0,1,7
10/1/2011,1,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,1.0,1,13
10/1/2005,1,Gold Digger,Kanye West Featuring Jamie Foxx,1.0,1,10
10/1/1994,1,I'll Make Love To You,Boyz II Men,1.0,1,8
10/1/1988,1,"Don't Worry, Be Happy (From ""Cocktail"")",Bobby McFerrin,1.0,1,10
10/1/1983,1,Total Eclipse Of The Heart,Bonnie Tyler,2.0,1,12
10/1/1977,1,Star Wars Theme/Cantina Band,Meco,8.0,1,9
10/1/1966,1,Cherish,The Association,1.0,1,6
1/9/2021,1,Mood,24kGoldn Featuring iann dior,7.0,1,21
1/9/2016,1,Hello,Adele,1.0,1,9
1/9/2010,1,TiK ToK,Ke$ha,1.0,1,12
1/9/1999,1,I'm Your Angel,R. Kelly & Celine Dion,1.0,1,6
1/9/1993,1,I Will Always Love You,Whitney Houston,1.0,1,9
1/9/1988,1,So Emotional,Whitney Houston,2.0,1,11
1/9/1982,1,Physical,Olivia Newton-John,1.0,1,15
1/9/1971,1,My Sweet Lord/Isn't It A Pity,George Harrison,1.0,1,7
1/9/1965,1,I Feel Fine,The Beatles,1.0,1,6
1/9/1961,1,Wonderland By Night,Bert Kaempfert And His Orchestra,2.0,1,9
1/8/2011,1,Grenade,Bruno Mars,2.0,1,13
1/8/2005,1,Let Me Love You,Mario,1.0,1,12
1/8/2000,1,Smooth,Santana Featuring Rob Thomas,1.0,1,24
1/8/1994,1,Hero,Mariah Carey,1.0,1,12
1/8/1983,1,Maneater,Daryl Hall John Oates,1.0,1,13
1/8/1977,1,You Don't Have To Be A Star (To Be In My Show),"Marilyn McCoo & Billy Davis, Jr.",2.0,1,18
1/8/1972,1,Brand New Key,Melanie,1.0,1,11
1/8/1966,1,We Can Work It Out,The Beatles,2.0,1,4
1/7/2017,1,Starboy,The Weeknd Featuring Daft Punk,2.0,1,14
1/7/2012,1,Sexy And I Know It,LMFAO,2.0,1,17
1/7/2006,1,Don't Forget About Us,Mariah Carey,1.0,1,12
1/7/1995,1,On Bended Knee,Boyz II Men,1.0,1,8
1/7/1989,1,Every Rose Has Its Thorn,Poison,1.0,1,11
1/7/1984,1,Say Say Say,Paul McCartney And Michael Jackson,1.0,1,13
1/7/1978,1,How Deep Is Your Love,Bee Gees,1.0,1,16
1/7/1967,1,I'm A Believer,The Monkees,1.0,1,5
1/6/2018,1,Perfect,Ed Sheeran,1.0,1,18
1/6/2007,1,Irreplaceable,Beyonce,1.0,1,10
1/6/2001,1,Independent Women Part I,Destiny's Child,1.0,1,16
1/6/1996,1,One Sweet Day,Mariah Carey & Boyz II Men,1.0,1,6
1/6/1990,1,Another Day In Paradise,Phil Collins,1.0,1,10
1/6/1979,1,Too Much Heaven,Bee Gees,2.0,1,8
1/6/1973,1,You're So Vain,Carly Simon,4.0,1,6
1/6/1968,1,Hello Goodbye,The Beatles,1.0,1,6
1/6/1962,1,The Lion Sleeps Tonight,The Tokens,1.0,1,8
1/5/2019,1,"Thank U, Next",Ariana Grande,1.0,1,8
1/5/2013,1,Locked Out Of Heaven,Bruno Mars,1.0,1,12
1/5/2008,1,Low,Flo Rida Featuring T-Pain,2.0,1,9
1/5/2002,1,How You Remind Me,Nickelback,1.0,1,18
1/5/1991,1,Justify My Love,Madonna,2.0,1,8
1/5/1985,1,Like A Virgin,Madonna,1.0,1,8
1/5/1980,1,Please Don't Go,KC And The Sunshine Band,2.0,1,20
1/5/1974,1,Time In A Bottle,Jim Croce,1.0,1,8
1/5/1963,1,Telstar,The Tornadoes,1.0,1,10
1/5/1959,1,The Chipmunk Song,The Chipmunks With David Seville,1.0,1,6
1/4/2020,1,All I Want For Christmas Is You,Mariah Carey,1.0,1,37
1/4/2014,1,The Monster,Eminem Featuring Rihanna,1.0,1,8
1/4/2003,1,Lose Yourself,Eminem,1.0,1,14
1/4/1997,1,Un-Break My Heart,Toni Braxton,1.0,1,11
1/4/1992,1,Black Or White,Michael Jackson,1.0,1,7
1/4/1986,1,"Say You, Say Me",Lionel Richie,1.0,1,9
1/4/1975,1,Lucy In The Sky With Diamonds,Elton John,2.0,1,6
1/4/1969,1,I Heard It Through The Grapevine,Marvin Gaye,1.0,1,7
1/4/1964,1,There! I've Said It Again,Bobby Vinton,2.0,1,6
1/4/1960,1,El Paso,Marty Robbins,2.0,1,9
1/31/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1.0,1,10
1/31/2009,1,Just Dance,Lady Gaga Featuring Colby O'Donis,1.0,1,24
1/31/2004,1,Hey Ya!,OutKast,1.0,1,16
1/31/1998,1,Together Again,Janet,3.0,1,7
1/31/1987,1,At This Moment,Billy Vera & The Beaters,1.0,1,13
1/31/1981,1,The Tide Is High,Blondie,3.0,1,12
1/31/1976,1,Love Rollercoaster,Ohio Players,3.0,1,12
1/31/1970,1,I Want You Back,Jackson 5,3.0,1,12
1/30/2021,1,Drivers License,Olivia Rodrigo,1.0,1,2
1/30/2016,1,Sorry,Justin Bieber,1.0,1,12
1/30/2010,1,TiK ToK,Ke$ha,1.0,1,15
1/30/1999,1,...Baby One More Time,Britney Spears,3.0,1,11
1/30/1993,1,I Will Always Love You,Whitney Houston,1.0,1,12
1/30/1988,1,Need You Tonight,INXS,2.0,1,15
1/30/1982,1,I Can't Go For That (No Can Do),Daryl Hall John Oates,4.0,1,12
1/30/1971,1,Knock Three Times,Dawn,1.0,1,11
1/30/1965,1,Downtown,Petula Clark,1.0,1,7
1/30/1961,1,Will You Love Me Tomorrow,The Shirelles,4.0,1,11
1/3/2015,1,Blank Space,Taylor Swift,1.0,1,8
1/3/2009,1,Single Ladies (Put A Ring On It),Beyonce,1.0,1,10
1/3/2004,1,Hey Ya!,OutKast,1.0,1,12
1/3/1998,1,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,1.0,1,13
1/3/1987,1,Walk Like An Egyptian,The Bangles,1.0,1,15
1/3/1981,1,(Just Like) Starting Over,John Lennon,1.0,1,10
1/3/1976,1,Saturday Night,Bay City Rollers,2.0,1,13
1/3/1970,1,Raindrops Keep Fallin' On My Head,B.J. Thomas,3.0,1,10
1/29/2011,1,Hold It Against Me,Britney Spears,,1,1
1/29/2005,1,Let Me Love You,Mario,1.0,1,15
1/29/2000,1,I Knew I Loved You,Savage Garden,2.0,1,15
1/29/1994,1,All For Love,Bryan Adams/Rod Stewart/Sting,1.0,1,10
1/29/1983,1,Down Under,Men At Work,1.0,1,13
1/29/1977,1,Car Wash,Rose Royce,2.0,1,15
1/29/1972,1,American Pie (Parts I & II),Don McLean,1.0,1,10
1/29/1966,1,We Can Work It Out,The Beatles,2.0,1,7
1/28/2017,1,Shape Of You,Ed Sheeran,,1,1
1/28/2012,1,We Found Love,Rihanna Featuring Calvin Harris,1.0,1,17
1/28/2006,1,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp",1.0,1,11
1/28/1995,1,Creep,TLC,2.0,1,12
1/28/1989,1,Two Hearts,Phil Collins,1.0,1,11
1/28/1984,1,Owner Of A Lonely Heart,Yes,1.0,1,13
1/28/1978,1,Baby Come Back,Player,1.0,1,18
1/28/1967,1,I'm A Believer,The Monkees,1.0,1,8
