Date,Rank,Song,Artist,LastWeek,PeakRank,WeeksOnBoard
7/17/1976,1,Afternoon Delight,Starland Vocal Band,1.0,1,11
7/17/1971,1,It's Too Late/I Feel The Earth Move,Carole King,1.0,1,11
7/17/1965,1,(I Can't Get No) Satisfaction,The Rolling Stones,1.0,1,6
7/17/1961,1,Tossin' And Turnin',Bobby Lewis,1.0,1,13
7/16/2016,1,One Dance,Drake Featuring WizKid & Kyla,1.0,1,13
7/16/2011,1,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,3.0,1,15
7/16/2005,1,We Belong Together,Mariah Carey,1.0,1,14
7/16/1994,1,I Swear,All-4-One,1.0,1,13
7/16/1988,1,The Flame,Cheap Trick,1.0,1,15
7/16/1983,1,Every Breath You Take,The Police,1.0,1,7
7/16/1977,1,Da Doo Ron Ron,Shaun Cassidy,2.0,1,10
7/16/1966,1,Hanky Panky,Tommy James And The Shondells,4.0,1,7
7/15/2017,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1.0,1,24
7/15/2006,1,Promiscuous,Nelly Furtado Featuring Timbaland,1.0,1,9
7/15/2000,1,Everything You Want,Vertical Horizon,6.0,1,26
7/15/1995,1,Waterfalls,TLC,1.0,1,6
7/15/1989,1,If You Don't Know Me By Now,Simply Red,3.0,1,11
7/15/1978,1,Shadow Dancing,Andy Gibb,1.0,1,14
7/15/1972,1,Lean On Me,Bill Withers,1.0,1,13
7/15/1967,1,Windy,The Association,1.0,1,8
7/14/2018,1,Nice For What,Drake,6.0,1,13
7/14/2012,1,Call Me Maybe,Carly Rae Jepsen,1.0,1,19
7/14/2007,1,Umbrella,Rihanna Featuring Jay-Z,1.0,1,12
7/14/2001,1,U Remind Me,Usher,1.0,1,5
7/14/1990,1,Step By Step,New Kids On The Block,1.0,1,8
7/14/1984,1,When Doves Cry,Prince,1.0,1,7
7/14/1979,1,Bad Girls,Donna Summer,2.0,1,8
7/14/1973,1,Will It Go Round In Circles,Billy Preston,1.0,1,16
7/14/1962,1,Roses Are Red (My Love),Bobby Vinton,2.0,1,6
7/13/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1.0,1,18
7/13/2013,1,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,1.0,1,11
7/13/2002,1,Hot In Herre,Nelly,1.0,1,11
7/13/1996,1,How Do U Want It/California Love,2Pac Featuring K-Ci And JoJo,3.0,1,5
7/13/1991,1,Rush Rush,Paula Abdul,1.0,1,10
7/13/1985,1,A View To A Kill,Duran Duran,2.0,1,9
7/13/1974,1,Rock Your Baby,George McCrae,4.0,1,7
7/13/1968,1,This Guy's In Love With You,Herb Alpert,1.0,1,9
7/13/1963,1,Easier Said Than Done,The Essex,1.0,1,6
7/13/1959,1,Lonely Boy,Paul Anka,2.0,1,7
7/12/2014,1,Fancy,Iggy Azalea Featuring Charli XCX,1.0,1,17
7/12/2008,1,I Kissed A Girl,Katy Perry,1.0,1,8
7/12/2003,1,Crazy In Love,Beyonce Featuring Jay Z,3.0,1,8
7/12/1997,1,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,1.0,1,5
7/12/1986,1,Holding Back The Years,Simply Red,2.0,1,15
7/12/1980,1,Coming Up (Live At Glasgow),Paul McCartney And Wings,1.0,1,12
7/12/1975,1,Love Will Keep Us Together,The Captain & Tennille,1.0,1,13
7/12/1969,1,In The Year 2525,Zager & Evans,8.0,1,4
7/11/2020,1,Rockstar,DaBaby Featuring Roddy Ricch,1.0,1,11
7/11/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,1.0,1,16
7/11/2009,1,I Gotta Feeling,The Black Eyed Peas,2.0,1,3
7/11/1998,1,The Boy Is Mine,Brandy & Monica,1.0,1,7
7/11/1992,1,Baby Got Back,Sir Mix-A-Lot,1.0,1,14
7/11/1987,1,Alone,Heart,2.0,1,9
7/11/1981,1,Bette Davis Eyes,Kim Carnes,1.0,1,16
7/11/1970,1,Mama Told Me (Not To Come),Three Dog Night,2.0,1,8
7/11/1964,1,I Get Around,The Beach Boys,1.0,1,8
7/11/1960,1,Alley-Oop,Hollywood Argyles,2.0,1,7
7/10/2021,1,Butter,BTS,1.0,1,6
7/10/2010,1,California Gurls,Katy Perry Featuring Snoop Dogg,1.0,1,7
7/10/2004,1,I Believe,Fantasia,,1,1
7/10/1999,1,If You Had My Love,Jennifer Lopez,1.0,1,9
7/10/1993,1,Weak,SWV,2.0,1,12
7/10/1982,1,Don't You Want Me,The Human League,1.0,1,19
7/10/1976,1,Afternoon Delight,Starland Vocal Band,2.0,1,10
7/10/1971,1,It's Too Late/I Feel The Earth Move,Carole King,1.0,1,10
7/10/1965,1,(I Can't Get No) Satisfaction,The Rolling Stones,2.0,1,5
7/10/1961,1,Tossin' And Turnin',Bobby Lewis,2.0,1,12
7/1/2017,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1.0,1,22
7/1/2006,1,Do I Make You Proud,Taylor Hicks,,1,1
7/1/2000,1,Be With You,Enrique Iglesias,1.0,1,14
7/1/1995,1,Have You Ever Really Loved A Woman?,Bryan Adams,1.0,1,12
7/1/1989,1,Baby Don't Forget My Number,Milli Vanilli,4.0,1,10
7/1/1978,1,Shadow Dancing,Andy Gibb,1.0,1,12
7/1/1972,1,Song Sung Blue,Neil Diamond,2.0,1,9
7/1/1967,1,Windy,The Association,4.0,1,6
6/9/2018,1,Nice For What,Drake,1.0,1,8
6/9/2012,1,Somebody That I Used To Know,Gotye Featuring Kimbra,1.0,1,21
6/9/2007,1,Umbrella,Rihanna Featuring Jay-Z,41.0,1,7
6/9/2001,1,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",1.0,1,9
6/9/1990,1,Hold On,Wilson Phillips,3.0,1,13
6/9/1984,1,Time After Time,Cyndi Lauper,2.0,1,9
6/9/1979,1,Love You Inside Out,Bee Gees,3.0,1,8
6/9/1973,1,My Love,Paul McCartney And Wings,1.0,1,9
6/9/1962,1,I Can't Stop Loving You,Ray Charles,1.0,1,6
6/8/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1.0,1,13
6/8/2013,1,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,1.0,1,16
6/8/2002,1,Foolish,Ashanti,1.0,1,17
6/8/1996,1,Tha Crossroads,Bone Thugs-N-Harmony,1.0,1,5
6/8/1991,1,More Than Words,Extreme,2.0,1,12
6/8/1985,1,Everybody Wants To Rule The World,Tears For Fears,2.0,1,13
6/8/1974,1,Band On The Run,Paul McCartney And Wings,2.0,1,8
6/8/1968,1,Mrs. Robinson,Simon & Garfunkel,1.0,1,7
6/8/1963,1,It's My Party,Lesley Gore,1.0,1,5
6/8/1959,1,The Battle Of New Orleans,Johnny Horton,1.0,1,7
6/7/2014,1,Fancy,Iggy Azalea Featuring Charli XCX,2.0,1,12
6/7/2008,1,Lollipop,Lil Wayne Featuring Static Major,1.0,1,11
6/7/2003,1,21 Questions,50 Cent Featuring Nate Dogg,1.0,1,12
6/7/1997,1,MMMBop,Hanson,1.0,1,6
6/7/1986,1,Live To Tell,Madonna,2.0,1,9
6/7/1980,1,Funkytown,"Lipps, Inc.",1.0,1,11
6/7/1975,1,Thank God I'm A Country Boy,John Denver,2.0,1,12
6/7/1969,1,Get Back,The Beatles With Billy Preston,1.0,1,5
6/6/2020,1,Rain On Me,Lady Gaga & Ariana Grande,,1,1
6/6/2015,1,Bad Blood,Taylor Swift Featuring Kendrick Lamar,53.0,1,4
6/6/2009,1,Boom Boom Pow,The Black Eyed Peas,1.0,1,11
6/6/1998,1,The Boy Is Mine,Brandy & Monica,23.0,1,2
6/6/1992,1,Jump,Kris Kross,1.0,1,10
6/6/1987,1,You Keep Me Hangin' On,Kim Wilde,2.0,1,11
6/6/1981,1,Bette Davis Eyes,Kim Carnes,1.0,1,11
6/6/1970,1,Everything Is Beautiful,Ray Stevens,1.0,1,10
6/6/1964,1,Chapel Of Love,The Dixie Cups,2.0,1,6
6/6/1960,1,Cathy's Clown,The Everly Brothers,1.0,1,8
6/5/2021,1,Butter,BTS,,1,1
6/5/2010,1,OMG,Usher Featuring will.i.am,1.0,1,8
6/5/2004,1,Burn,Usher,1.0,1,13
6/5/1999,1,Livin' La Vida Loca,Ricky Martin,1.0,1,8
6/5/1993,1,That's The Way Love Goes,Janet Jackson,1.0,1,6
6/5/1982,1,Ebony And Ivory,Paul McCartney And Stevie Wonder,1.0,1,9
6/5/1976,1,Love Hangover,Diana Ross,1.0,1,10
6/5/1971,1,Brown Sugar,The Rolling Stones,1.0,1,6
6/5/1965,1,"Help Me, Rhonda",The Beach Boys,1.0,1,8
6/5/1961,1,Running Scared,Roy Orbison,3.0,1,9
6/4/2016,1,One Dance,Drake Featuring WizKid & Kyla,2.0,1,7
6/4/2011,1,Rolling In The Deep,Adele,1.0,1,20
6/4/2005,1,We Belong Together,Mariah Carey,2.0,1,8
6/4/1994,1,I Swear,All-4-One,1.0,1,7
6/4/1988,1,One More Try,George Michael,1.0,1,8
6/4/1983,1,Flashdance...What A Feeling,Irene Cara,1.0,1,10
6/4/1977,1,Sir Duke,Stevie Wonder,1.0,1,10
6/4/1966,1,When A Man Loves A Woman,Percy Sledge,1.0,1,9
6/30/2018,1,Sad!,XXXTENTACION,52.0,1,16
6/30/2012,1,Call Me Maybe,Carly Rae Jepsen,1.0,1,17
6/30/2007,1,Umbrella,Rihanna Featuring Jay-Z,1.0,1,10
6/30/2001,1,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",1.0,1,12
6/30/1990,1,Step By Step,New Kids On The Block,2.0,1,6
6/30/1984,1,The Reflex,Duran Duran,1.0,1,11
6/30/1979,1,Ring My Bell,Anita Ward,3.0,1,8
6/30/1973,1,Give Me Love - (Give Me Peace On Earth),George Harrison,5.0,1,7
6/30/1962,1,I Can't Stop Loving You,Ray Charles,1.0,1,9
6/3/2017,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1.0,1,18
6/3/2006,1,Ridin',Chamillionaire Featuring Krayzie Bone,3.0,1,14
6/3/2000,1,Maria Maria,Santana Featuring The Product G&B,1.0,1,17
6/3/1995,1,Have You Ever Really Loved A Woman?,Bryan Adams,2.0,1,8
6/3/1989,1,"Rock On (From ""Dream A Little Dream"")",Michael Damian,3.0,1,12
6/3/1978,1,"Too Much, Too Little, Too Late",Johnny Mathis/Deniece Williams,2.0,1,10
6/3/1972,1,I'll Take You There,The Staple Singers,2.0,1,9
6/3/1967,1,Respect,Aretha Franklin,2.0,1,6
6/29/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1.0,1,16
6/29/2013,1,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,1.0,1,9
6/29/2002,1,Hot In Herre,Nelly,2.0,1,9
6/29/1996,1,Tha Crossroads,Bone Thugs-N-Harmony,1.0,1,8
6/29/1991,1,Rush Rush,Paula Abdul,1.0,1,8
6/29/1985,1,Heaven,Bryan Adams,1.0,1,11
6/29/1974,1,Sundown,Gordon Lightfoot,3.0,1,12
6/29/1968,1,This Guy's In Love With You,Herb Alpert,1.0,1,7
6/29/1963,1,Sukiyaki,Kyu Sakamoto,1.0,1,8
6/29/1959,1,The Battle Of New Orleans,Johnny Horton,1.0,1,10
6/28/2014,1,Fancy,Iggy Azalea Featuring Charli XCX,1.0,1,15
6/28/2008,1,Viva La Vida,Coldplay,2.0,1,6
6/28/2003,1,This Is The Night,Clay Aiken,,1,1
6/28/1997,1,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,1.0,1,3
6/28/1986,1,On My Own,Patti LaBelle & Michael McDonald,1.0,1,15
6/28/1980,1,Coming Up (Live At Glasgow),Paul McCartney And Wings,2.0,1,10
6/28/1975,1,Love Will Keep Us Together,The Captain & Tennille,1.0,1,11
6/28/1969,1,Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra,2.0,1,8
6/27/2020,1,Trollz,6ix9ine & Nicki Minaj,,1,1
6/27/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,1.0,1,14
6/27/2009,1,Boom Boom Pow,The Black Eyed Peas,1.0,1,14
6/27/1998,1,The Boy Is Mine,Brandy & Monica,1.0,1,5
6/27/1992,1,I'll Be There,Mariah Carey,1.0,1,5
6/27/1987,1,I Wanna Dance With Somebody (Who Loves Me),Whitney Houston,3.0,1,7
6/27/1981,1,Bette Davis Eyes,Kim Carnes,2.0,1,14
6/27/1970,1,The Love You Save/I Found That Girl,Jackson 5,2.0,1,5
6/27/1964,1,A World Without Love,Peter And Gordon,2.0,1,8
6/27/1960,1,Everybody's Somebody's Fool,Connie Francis,2.0,1,8
6/26/2021,1,Butter,BTS,1.0,1,4
6/26/2010,1,California Gurls,Katy Perry Featuring Snoop Dogg,1.0,1,5
6/26/2004,1,Burn,Usher,1.0,1,16
6/26/1999,1,If You Had My Love,Jennifer Lopez,1.0,1,7
6/26/1993,1,That's The Way Love Goes,Janet Jackson,1.0,1,9
6/26/1982,1,Ebony And Ivory,Paul McCartney And Stevie Wonder,1.0,1,12
6/26/1976,1,Silly Love Songs,Wings,1.0,1,12
6/26/1971,1,It's Too Late/I Feel The Earth Move,Carole King,1.0,1,8
6/26/1965,1,Mr. Tambourine Man,The Byrds,2.0,1,7
6/26/1961,1,Quarter To Three,U.S. Bonds,3.0,1,6
6/25/2016,1,One Dance,Drake Featuring WizKid & Kyla,1.0,1,10
6/25/2011,1,Rolling In The Deep,Adele,1.0,1,23
6/25/2005,1,We Belong Together,Mariah Carey,1.0,1,11
6/25/1994,1,I Swear,All-4-One,1.0,1,10
6/25/1988,1,Foolish Beat,Debbie Gibson,3.0,1,10
6/25/1983,1,Flashdance...What A Feeling,Irene Cara,1.0,1,13
6/25/1977,1,Got To Give It Up (Pt. I),Marvin Gaye,2.0,1,11
6/25/1966,1,Paperback Writer,The Beatles,15.0,1,3
6/24/2017,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1.0,1,21
6/24/2006,1,Hips Don't Lie,Shakira Featuring Wyclef Jean,1.0,1,13
6/24/2000,1,Be With You,Enrique Iglesias,4.0,1,13
6/24/1995,1,Have You Ever Really Loved A Woman?,Bryan Adams,1.0,1,11
6/24/1989,1,Satisfied,Richard Marx,4.0,1,8
6/24/1978,1,Shadow Dancing,Andy Gibb,1.0,1,11
6/24/1972,1,The Candy Man,"Sammy Davis, Jr. with The Mike Curb Congregation",1.0,1,16
6/24/1967,1,Groovin',The Young Rascals,1.0,1,10
6/23/2018,1,Nice For What,Drake,2.0,1,10
6/23/2012,1,Call Me Maybe,Carly Rae Jepsen,2.0,1,16
6/23/2007,1,Umbrella,Rihanna Featuring Jay-Z,1.0,1,9
6/23/2001,1,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",1.0,1,11
6/23/1990,1,"It Must Have Been Love (From ""Pretty Woman"")",Roxette,1.0,1,12
6/23/1984,1,The Reflex,Duran Duran,2.0,1,10
6/23/1979,1,Hot Stuff,Donna Summer,1.0,1,10
6/23/1973,1,My Love,Paul McCartney And Wings,1.0,1,11
6/23/1962,1,I Can't Stop Loving You,Ray Charles,1.0,1,8
6/22/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1.0,1,15
6/22/2013,1,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,6.0,1,8
6/22/2002,1,Foolish,Ashanti,1.0,1,19
6/22/1996,1,Tha Crossroads,Bone Thugs-N-Harmony,1.0,1,7
6/22/1991,1,Rush Rush,Paula Abdul,1.0,1,7
6/22/1985,1,Heaven,Bryan Adams,2.0,1,10
6/22/1974,1,"Billy, Don't Be A Hero",Bo Donaldson And The Heywoods,1.0,1,10
6/22/1968,1,This Guy's In Love With You,Herb Alpert,2.0,1,6
6/22/1963,1,Sukiyaki,Kyu Sakamoto,1.0,1,7
6/22/1959,1,The Battle Of New Orleans,Johnny Horton,1.0,1,9
6/21/2014,1,Fancy,Iggy Azalea Featuring Charli XCX,1.0,1,14
6/21/2008,1,Lollipop,Lil Wayne Featuring Static Major,1.0,1,13
6/21/2003,1,21 Questions,50 Cent Featuring Nate Dogg,1.0,1,14
6/21/1997,1,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,1.0,1,2
6/21/1986,1,On My Own,Patti LaBelle & Michael McDonald,1.0,1,14
6/21/1980,1,Funkytown,"Lipps, Inc.",1.0,1,13
6/21/1975,1,Love Will Keep Us Together,The Captain & Tennille,2.0,1,10
6/21/1969,1,Get Back,The Beatles With Billy Preston,1.0,1,7
6/20/2020,1,Rockstar,DaBaby Featuring Roddy Ricch,1.0,1,8
6/20/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,1.0,1,13
6/20/2009,1,Boom Boom Pow,The Black Eyed Peas,1.0,1,13
6/20/1998,1,The Boy Is Mine,Brandy & Monica,1.0,1,4
6/20/1992,1,I'll Be There,Mariah Carey,2.0,1,4
6/20/1987,1,Head To Toe,Lisa Lisa And Cult Jam,3.0,1,11
6/20/1981,1,Medley,Stars On 45,2.0,1,11
6/20/1970,1,The Long And Winding Road/For You Blue,The Beatles,1.0,1,5
6/20/1964,1,Chapel Of Love,The Dixie Cups,1.0,1,8
6/20/1960,1,Cathy's Clown,The Everly Brothers,1.0,1,10
6/2/2018,1,Nice For What,Drake,2.0,1,7
6/2/2012,1,Somebody That I Used To Know,Gotye Featuring Kimbra,1.0,1,20
6/2/2007,1,Makes Me Wonder,Maroon 5,2.0,1,7
6/2/2001,1,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",3.0,1,8
6/2/1990,1,Vogue,Madonna,1.0,1,8
6/2/1984,1,Let's Hear It For The Boy,Deniece Williams,1.0,1,9
6/2/1979,1,Hot Stuff,Donna Summer,2.0,1,7
6/2/1973,1,My Love,Paul McCartney And Wings,2.0,1,8
6/2/1962,1,I Can't Stop Loving You,Ray Charles,4.0,1,5
6/19/2021,1,Butter,BTS,1.0,1,3
6/19/2010,1,California Gurls,Katy Perry Featuring Snoop Dogg,2.0,1,4
6/19/2004,1,Burn,Usher,1.0,1,15
6/19/1999,1,If You Had My Love,Jennifer Lopez,1.0,1,6
6/19/1993,1,That's The Way Love Goes,Janet Jackson,1.0,1,8
6/19/1982,1,Ebony And Ivory,Paul McCartney And Stevie Wonder,1.0,1,11
6/19/1976,1,Silly Love Songs,Wings,1.0,1,11
6/19/1971,1,It's Too Late/I Feel The Earth Move,Carole King,6.0,1,7
6/19/1965,1,I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,4.0,1,6
6/19/1961,1,Moody River,Pat Boone,2.0,1,8
6/18/2016,1,One Dance,Drake Featuring WizKid & Kyla,1.0,1,9
6/18/2011,1,Rolling In The Deep,Adele,1.0,1,22
6/18/2005,1,We Belong Together,Mariah Carey,1.0,1,10
6/18/1994,1,I Swear,All-4-One,1.0,1,9
6/18/1988,1,Together Forever,Rick Astley,2.0,1,10
6/18/1983,1,Flashdance...What A Feeling,Irene Cara,1.0,1,12
6/18/1977,1,Dreams,Fleetwood Mac,2.0,1,10
6/18/1966,1,"Paint It, Black",The Rolling Stones,1.0,1,6
6/17/2017,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1.0,1,20
6/17/2006,1,Hips Don't Lie,Shakira Featuring Wyclef Jean,9.0,1,12
6/17/2000,1,Try Again,Aaliyah,6.0,1,14
6/17/1995,1,Have You Ever Really Loved A Woman?,Bryan Adams,1.0,1,10
6/17/1989,1,I'll Be Loving You (Forever),New Kids On The Block,2.0,1,12
6/17/1978,1,Shadow Dancing,Andy Gibb,2.0,1,10
6/17/1972,1,The Candy Man,"Sammy Davis, Jr. with The Mike Curb Congregation",1.0,1,15
6/17/1967,1,Groovin',The Young Rascals,2.0,1,9
6/16/2018,1,Psycho,Post Malone Featuring Ty Dolla $ign,2.0,1,15
6/16/2012,1,Somebody That I Used To Know,Gotye Featuring Kimbra,1.0,1,22
6/16/2007,1,Umbrella,Rihanna Featuring Jay-Z,1.0,1,8
6/16/2001,1,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",1.0,1,10
6/16/1990,1,"It Must Have Been Love (From ""Pretty Woman"")",Roxette,5.0,1,11
6/16/1984,1,Time After Time,Cyndi Lauper,1.0,1,10
6/16/1979,1,Hot Stuff,Donna Summer,2.0,1,9
6/16/1973,1,My Love,Paul McCartney And Wings,1.0,1,10
6/16/1962,1,I Can't Stop Loving You,Ray Charles,1.0,1,7
6/15/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1.0,1,14
6/15/2013,1,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,1.0,1,17
6/15/2002,1,Foolish,Ashanti,1.0,1,18
6/15/1996,1,Tha Crossroads,Bone Thugs-N-Harmony,1.0,1,6
6/15/1991,1,Rush Rush,Paula Abdul,3.0,1,6
6/15/1985,1,Everybody Wants To Rule The World,Tears For Fears,1.0,1,14
6/15/1974,1,"Billy, Don't Be A Hero",Bo Donaldson And The Heywoods,6.0,1,9
6/15/1968,1,Mrs. Robinson,Simon & Garfunkel,1.0,1,8
6/15/1963,1,Sukiyaki,Kyu Sakamoto,2.0,1,6
6/15/1959,1,The Battle Of New Orleans,Johnny Horton,1.0,1,8
6/14/2014,1,Fancy,Iggy Azalea Featuring Charli XCX,1.0,1,13
6/14/2008,1,Lollipop,Lil Wayne Featuring Static Major,1.0,1,12
6/14/2003,1,21 Questions,50 Cent Featuring Nate Dogg,1.0,1,13
6/14/1997,1,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,,1,1
6/14/1986,1,On My Own,Patti LaBelle & Michael McDonald,2.0,1,13
6/14/1980,1,Funkytown,"Lipps, Inc.",1.0,1,12
6/14/1975,1,Sister Golden Hair,America,2.0,1,11
6/14/1969,1,Get Back,The Beatles With Billy Preston,1.0,1,6
6/13/2020,1,Rockstar,DaBaby Featuring Roddy Ricch,3.0,1,7
6/13/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,2.0,1,12
6/13/2009,1,Boom Boom Pow,The Black Eyed Peas,1.0,1,12
6/13/1998,1,The Boy Is Mine,Brandy & Monica,1.0,1,3
6/13/1992,1,Jump,Kris Kross,1.0,1,11
6/13/1987,1,Always,Atlantic Starr,2.0,1,12
6/13/1981,1,Bette Davis Eyes,Kim Carnes,1.0,1,12
6/13/1970,1,The Long And Winding Road/For You Blue,The Beatles,10.0,1,4
6/13/1964,1,Chapel Of Love,The Dixie Cups,1.0,1,7
6/13/1960,1,Cathy's Clown,The Everly Brothers,1.0,1,9
6/12/2021,1,Butter,BTS,1.0,1,2
6/12/2010,1,OMG,Usher Featuring will.i.am,1.0,1,9
6/12/2004,1,Burn,Usher,1.0,1,14
6/12/1999,1,If You Had My Love,Jennifer Lopez,2.0,1,5
6/12/1993,1,That's The Way Love Goes,Janet Jackson,1.0,1,7
6/12/1982,1,Ebony And Ivory,Paul McCartney And Stevie Wonder,1.0,1,10
6/12/1976,1,Silly Love Songs,Wings,2.0,1,10
6/12/1971,1,Want Ads,The Honey Cone,3.0,1,10
6/12/1965,1,Back In My Arms Again,The Supremes,3.0,1,7
6/12/1961,1,Travelin' Man,Ricky Nelson,2.0,1,8
6/11/2016,1,One Dance,Drake Featuring WizKid & Kyla,1.0,1,8
6/11/2011,1,Rolling In The Deep,Adele,1.0,1,21
6/11/2005,1,We Belong Together,Mariah Carey,1.0,1,9
6/11/1994,1,I Swear,All-4-One,1.0,1,8
6/11/1988,1,One More Try,George Michael,1.0,1,9
6/11/1983,1,Flashdance...What A Feeling,Irene Cara,1.0,1,11
6/11/1977,1,I'm Your Boogie Man,KC And The Sunshine Band,2.0,1,16
6/11/1966,1,"Paint It, Black",The Rolling Stones,3.0,1,5
6/10/2017,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1.0,1,19
6/10/2006,1,Ridin',Chamillionaire Featuring Krayzie Bone,1.0,1,15
6/10/2000,1,Maria Maria,Santana Featuring The Product G&B,1.0,1,18
6/10/1995,1,Have You Ever Really Loved A Woman?,Bryan Adams,1.0,1,9
6/10/1989,1,"Wind Beneath My Wings (From ""Beaches"")",Bette Midler,3.0,1,15
6/10/1978,1,You're The One That I Want,John Travolta & Olivia Newton-John,2.0,1,11
6/10/1972,1,The Candy Man,"Sammy Davis, Jr. with The Mike Curb Congregation",4.0,1,14
6/10/1967,1,Respect,Aretha Franklin,1.0,1,7
6/1/2019,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1.0,1,12
6/1/2013,1,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,1.0,1,15
6/1/2002,1,Foolish,Ashanti,1.0,1,16
6/1/1996,1,Tha Crossroads,Bone Thugs-N-Harmony,1.0,1,4
6/1/1991,1,I Don't Wanna Cry,Mariah Carey,1.0,1,9
6/1/1985,1,Everything She Wants,Wham!,1.0,1,11
6/1/1974,1,The Streak,Ray Stevens,1.0,1,8
6/1/1968,1,Mrs. Robinson,Simon & Garfunkel,2.0,1,6
6/1/1963,1,It's My Party,Lesley Gore,9.0,1,4
6/1/1959,1,The Battle Of New Orleans,Johnny Horton,2.0,1,6
5/9/2020,1,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",,1,1
5/9/2015,1,See You Again,Wiz Khalifa Featuring Charlie Puth,1.0,1,7
5/9/2009,1,Boom Boom Pow,The Black Eyed Peas,1.0,1,7
5/9/1998,1,Too Close,Next,1.0,1,13
5/9/1992,1,Jump,Kris Kross,1.0,1,6
5/9/1987,1,(I Just) Died In Your Arms,Cutting Crew,1.0,1,10
5/9/1981,1,Morning Train (Nine To Five),Sheena Easton,1.0,1,13
5/9/1970,1,American Woman/No Sugar Tonight,The Guess Who,4.0,1,8
5/9/1964,1,"Hello, Dolly!",Louis Armstrong And The All Stars,2.0,1,13
5/9/1960,1,Stuck On You,Elvis Presley With The Jordanaires,1.0,1,6
5/8/2021,1,Save Your Tears,The Weeknd & Ariana Grande,6.0,1,20
5/8/2010,1,Nothin' On You,B.o.B Featuring Bruno Mars,1.0,1,13
5/8/2004,1,Yeah!,Usher Featuring Lil Jon & Ludacris,1.0,1,18
5/8/1999,1,Livin' La Vida Loca,Ricky Martin,8.0,1,4
5/8/1993,1,Freak Me,Silk,1.0,1,12
5/8/1982,1,Chariots Of Fire - Titles,Vangelis,2.0,1,22
5/8/1976,1,Welcome Back,John Sebastian,4.0,1,7
5/8/1971,1,Joy To The World,Three Dog Night,1.0,1,9
5/8/1965,1,Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits,1.0,1,4
5/8/1961,1,Runaway,Del Shannon,1.0,1,10
5/7/2016,1,Panda,Desiigner,2.0,1,9
5/7/2011,1,E.T.,Katy Perry Featuring Kanye West,2.0,1,11
5/7/2005,1,Hollaback Girl,Gwen Stefani,3.0,1,6
5/7/1994,1,The Sign,Ace Of Base,2.0,1,19
5/7/1988,1,Wishing Well,Terence Trent D'Arby,2.0,1,17
5/7/1983,1,Beat It,Michael Jackson,1.0,1,11
5/7/1977,1,Hotel California,Eagles,2.0,1,11
5/7/1966,1,"Monday, Monday",The Mamas & The Papas,3.0,1,5
5/6/2017,1,Humble.,Kendrick Lamar,3.0,1,3
5/6/2006,1,Bad Day,Daniel Powter,1.0,1,11
5/6/2000,1,Maria Maria,Santana Featuring The Product G&B,1.0,1,13
5/6/1995,1,This Is How We Do It,Montell Jordan,1.0,1,11
5/6/1989,1,Like A Prayer,Madonna,1.0,1,8
5/6/1978,1,Night Fever,Bee Gees,1.0,1,14
5/6/1972,1,The First Time Ever I Saw Your Face,Roberta Flack,1.0,1,10
